# G4Cosmic CORSIKA text .dat shower list
# event_id corsika_id x_m y_m z_m px_GeV py_GeV pz_GeV time_ns
# primary=proton energyMode=powerLaw spectralIndex=2.7
65 13 0.31152978 -0.50197589 1.9 24.893772 1.4003174 -14.725395 26.520535
65 3 0.1796999 -0.051390175 1.9 -125.81825 -3.1648198 -78.465914 32.284313
65 13 0.39336201 -0.10166791 1.9 -2.5713531 2.2310314 -3.1208894 35.611557
65 1 0.18689131 -0.11252848 1.9 9.2564847 15.427963 -18.074153 23.905367
65 1 0.33946106 -0.23128353 1.9 9.3381785 29.13948 -20.192183 4.9547349
66 14 -0.25928968 -0.035870841 1.9 -796.68943 -30.396703 -616.88474 3.7673114
66 14 -0.0012047904 0.26342464 1.9 -304.02531 152.25867 -281.44141 48.046887
67 14 -0.42236465 -0.3730565 1.9 -151.51661 -638.73417 -1247.9391 13.16678
67 14 -0.073292373 -0.47982611 1.9 -10.860576 1.6677048 -8.2988434 2.5240376
67 14 -0.54106536 -0.26787613 1.9 0.086618723 -0.78159262 -1.1143348 7.6262093
67 14 -0.34221551 -0.45729919 1.9 -0.17324995 0.25515707 -1.0479019 30.32927
68 14 -0.32847802 0.17046374 1.9 81.1678 -366.38587 -230.44999 15.95629
68 6 -0.18354082 -0.16156742 1.9 -31.277524 -31.51985 -30.171372 33.894954
68 13 -0.38862727 0.13186585 1.9 1.9259764 2.4714103 -10.910755 34.507479
68 2 -0.22555033 0.62673197 1.9 21.885594 -0.60735883 -51.621008 40.032803
68 3 -0.29528916 0.32612293 1.9 0.19089325 0.40287331 -0.48727415 45.177534
68 14 -0.33041115 0.15395201 1.9 0.98875395 1.2773334 -4.4948491 22.499628
69 14 -0.15917096 -0.68494094 1.9 -94.867321 -453.01153 -1142.9858 41.209164
69 3 -0.12226492 -0.60525892 1.9 1.5914964 3.811615 -3.954332 5.4667955
70 14 0.18780681 -0.50610287 1.9 -93.882375 37.941689 -422.20327 26.98768
70 13 -0.11279644 -0.37134106 1.9 -0.87792439 -0.13633722 -0.65779412 24.89993
71 14 0.27458174 -0.12637093 1.9 22.5057 -281.04637 -257.57849 28.162477
71 5 0.61477048 -0.0016972093 1.9 -0.13120659 0.70317529 -0.54399443 34.841074
71 5 0.8294194 -0.37036942 1.9 -0.5839854 2.2773671 -1.8744014 33.848309
71 6 0.57221678 -0.32155393 1.9 4.9034692 2.5175957 -4.185434 36.888487
71 13 0.43017249 -0.49660743 1.9 16.680032 20.844002 -31.046902 24.128264
71 2 0.50306412 -0.27512481 1.9 -0.54734648 -0.31225457 -1.0630943 19.432834
72 14 -0.59953069 -0.68873397 1.9 349.29918 12.514109 -232.51287 48.799473
72 13 -0.45054711 -0.3091309 1.9 -0.22328365 0.042182961 -1.013216 16.755859
73 14 -0.36405564 0.58140776 1.9 764.12179 362.11776 -495.58249 32.396984
73 2 -0.11824359 0.55347035 1.9 -77.743012 -2.8619619 -219.16261 44.987158
73 5 -0.13900499 0.62092347 1.9 9.4614777 -76.95549 -108.61917 15.891476
73 14 -0.17657109 0.72348589 1.9 3.7851944 -30.243539 -41.677005 24.756376
73 2 0.039338065 0.62509461 1.9 1.8804856 34.520085 -20.909225 26.746135
73 5 -0.065744404 0.71542562 1.9 4.4067355 4.7128493 -7.928525 16.025202
73 3 -0.17902795 0.57607738 1.9 -3.982943 9.6296732 -7.3146085 11.41542
73 2 -0.024889028 0.56055298 1.9 39.554011 52.094068 -100.01283 39.577561
74 14 0.44724148 0.024421654 1.9 -22.251355 312.45861 -228.72703 5.1486232
74 6 -0.10866337 0.041595916 1.9 29.227324 -30.573077 -62.071849 42.75098
74 13 0.013573864 0.049148645 1.9 -3.3578376 1.5075054 -4.0112612 2.1852216
75 14 0.15048485 0.18357754 1.9 -446.20634 182.27355 -709.01451 45.832483
75 6 0.22270477 0.004005261 1.9 -16.960286 -17.018538 -60.456042 13.45195
75 5 -0.020219905 -0.074029076 1.9 0.14826655 -0.090107496 -0.29553902 24.283161
75 14 0.28687885 -0.028754695 1.9 0.19716299 -0.010418205 -0.28666948 24.937447
75 14 0.28578362 0.0044499238 1.9 -0.98212999 -0.12271213 -0.68309787 36.087435
75 1 0.035167486 0.02685396 1.9 0.60311747 -0.34131679 -0.67836977 25.208558
76 14 0.39603805 -0.16083359 1.9 -202.1342 71.591961 -296.37014 22.408006
76 14 0.77701395 0.21458213 1.9 -2.064176 -19.516413 -48.757616 47.209497
76 5 0.83479218 -0.050356556 1.9 0.048352746 0.11071311 -0.072759909 17.641394
76 14 0.55420272 0.15697533 1.9 0.10943594 -0.18322042 -0.5091533 17.838741
76 5 0.44201865 -0.11218057 1.9 -4.5473745 7.4813909 -6.1520646 26.255266
76 13 0.53984604 0.14226506 1.9 -0.93924333 -0.32431633 -1.3873089 35.172379
76 13 0.55491402 0.2844793 1.9 -0.095862688 -0.24077374 -0.4550394 2.7153984
77 14 0.23860445 0.28913309 1.9 -236.00083 663.20167 -453.29792 36.456338
77 1 0.28060244 0.30826069 1.9 -30.136667 13.211651 -51.192586 13.83772
77 5 0.32213516 0.23074808 1.9 -100.65384 116.6311 -138.33935 32.194451
78 14 -0.49184969 -0.14593172 1.9 392.24251 -280.94895 -395.53367 18.920193
78 2 -0.19202712 -0.36590728 1.9 -15.661394 -16.371559 -28.898269 30.239074
78 3 -0.17837011 -0.3746163 1.9 0.037569818 0.1657035 -0.098098674 46.235964
78 13 -0.19248508 -0.45011417 1.9 0.04334121 0.2514406 -0.19501595 4.014242
78 14 -0.27330793 -0.20533256 1.9 -8.229436 13.638772 -13.358754 19.192714
78 5 -0.24836952 -0.20075198 1.9 -45.490141 -16.928713 -31.147267 26.595594
79 14 -0.1876704 -0.30022475 1.9 -143.16334 370.26931 -473.57698 29.666075
79 1 -0.31400016 -0.23151785 1.9 0.12174 1.4485658 -1.0218336 27.891646
79 13 -0.1200824 -0.35120962 1.9 -31.393237 16.281207 -34.354033 46.099996
79 5 -0.17092862 -0.21287759 1.9 -0.78025069 -14.417734 -32.491577 0.4803822
79 3 -0.37579726 -0.19307717 1.9 28.765843 59.718338 -69.450671 49.525912
79 6 -0.107812 -0.24518266 1.9 -0.0078523654 0.30839481 -0.41698455 43.101604
79 13 -0.26398665 -0.46268152 1.9 -13.49664 11.037363 -17.4147 33.168011
79 5 -0.14034058 -0.36431153 1.9 37.815487 -141.98065 -86.778186 43.45869
80 14 -0.68971213 -0.13240523 1.9 12.819863 -117.7025 -421.67859 49.743076
80 3 -0.51743231 -0.56402467 1.9 -54.441968 46.943466 -140.19226 1.2254252
80 2 -0.45947379 -0.041591378 1.9 0.32425522 0.12498148 -0.50487146 6.0463232
81 14 -0.19255552 -0.031382798 1.9 -567.90723 238.1167 -358.3666 30.940423
81 5 0.0086639789 0.40101828 1.9 2.4492685 -10.254927 -6.6273945 23.21364
81 6 0.15500921 0.56820159 1.9 0.92839066 -0.16098945 -1.5169529 34.470587
82 14 0.26924238 0.35111682 1.9 -230.32763 342.98805 -314.75348 44.146117
82 5 0.26722503 0.38086991 1.9 4.8921867 -45.073861 -88.763038 44.050176
83 14 -0.486391 -0.21128862 1.9 -233.55385 -455.67695 -565.04824 1.9937585
83 6 -0.20892365 -0.051904462 1.9 -0.10092535 3.4912283 -5.4010202 3.4804647
83 1 -0.1342029 -0.27611928 1.9 -3.718608 8.7713648 -6.1621326 46.042472
83 1 -0.012445227 -0.091106532 1.9 -0.6462149 -0.30197572 -0.61997971 37.055481
84 14 -0.30009309 0.22010129 1.9 -513.73079 316.79922 -373.64213 21.584756
84 6 -0.36416814 0.071474439 1.9 -0.041295348 0.016538957 -0.29630677 30.593987
84 14 -0.22359966 0.13097675 1.9 0.7703402 -1.7487881 -5.785095 15.351219
84 1 -0.41761681 0.1389612 1.9 4.5970453 -9.2404926 -13.470148 14.33509
84 3 -0.20003017 -0.049781311 1.9 -16.678446 23.252868 -28.061001 19.013742
84 6 -0.29994934 0.50450826 1.9 2.2609435 2.2505704 -6.0235904 8.0478077
84 6 -0.4838881 0.084043035 1.9 6.8731198 8.068642 -11.161267 17.537446
84 3 0.015850543 0.30732503 1.9 19.521499 133.48712 -104.69193 3.6232495
85 14 -0.059782208 -0.080639031 1.9 63.23052 -76.817765 -349.35809 29.15854
85 5 -0.10981187 -0.13486926 1.9 0.28580641 -1.0905413 -0.86169397 25.919075
85 14 -0.24961023 -0.1673369 1.9 1.9975733 -3.0994413 -3.0662649 19.695213
85 14 -0.093190528 -0.010024197 1.9 3.2250486 8.7542215 -6.8786287 28.602238
85 6 0.19906456 -0.38699061 1.9 -2.1341576 -3.0985881 -5.8177284 27.038464
85 13 0.045974815 -0.35395348 1.9 16.22692 -26.7015 -87.905473 12.725956
86 14 0.2442208 -0.1414178 1.9 -393.14239 79.949142 -1214.4017 43.519779
86 5 0.1019338 0.05850666 1.9 -41.942841 25.795464 -31.314613 47.875328
86 5 0.37066128 -0.12774408 1.9 0.24429221 -0.20817139 -0.34636762 45.178956
86 5 -0.14409651 0.13870146 1.9 -23.590246 22.324509 -32.395509 34.321162
86 1 0.078318769 0.15372313 1.9 15.815217 -7.133918 -42.981314 49.421605
87 14 -0.22372722 -0.27328656 1.9 86.08302 254.34997 -240.3698 3.0217064
87 6 -0.24694667 -0.37350827 1.9 0.19674774 -0.14412579 -0.27116311 29.504745
87 6 -0.08514454 -0.096046197 1.9 -0.7389447 0.47830003 -1.4154079 4.2722864
87 13 -0.47694624 -0.35746179 1.9 0.1131529 -0.031070127 -0.21414347 12.789168
87 14 -0.37781601 -0.1266968 1.9 -86.422863 27.695924 -174.76981 4.3045863
87 2 -0.11179338 -0.30347576 1.9 -0.95306049 3.9285126 -2.8403948 9.6014792
87 14 -0.1642475 -0.20653801 1.9 -0.37358086 0.41769135 -0.56904101 22.133312
87 13 -0.37867221 -0.14312536 1.9 19.181121 31.686011 -39.860008 3.7019637
88 14 0.10684843 -0.39373261 1.9 477.99279 609.48189 -492.7048 9.7523632
88 1 0.13122189 -0.52408466 1.9 -4.2461467 1.7099956 -3.2649704 29.518882
88 13 0.05215628 -0.43271425 1.9 0.31455016 -16.390757 -14.836714 14.271486
88 1 -0.032195884 -0.69264715 1.9 -115.09715 16.83328 -73.162543 32.665013
88 2 0.22111816 -0.67030853 1.9 -0.49926247 0.39739765 -0.89640483 25.926028
89 14 0.017758692 -0.33736039 1.9 -269.3527 10.438859 -441.56953 44.553144
89 2 -0.049431906 -0.35185959 1.9 0.6237133 0.18686762 -2.9569875 23.835614
89 14 -0.27436333 -0.35399056 1.9 10.227704 -44.564481 -284.41251 13.2514
89 14 -0.35582334 -0.46457067 1.9 -1.2674485 0.55197329 -0.97715259 43.038874
89 13 -0.29598421 -0.50766596 1.9 -0.27818064 11.828128 -13.786954 12.136087
89 13 -0.13809557 -0.43608858 1.9 0.91405458 0.32488111 -0.7644468 19.652183
90 14 0.42516325 0.24390378 1.9 446.01836 -348.8849 -678.18299 29.168557
90 14 0.46085661 0.17036439 1.9 0.18674974 0.3868848 -0.33514384 33.463695
90 6 0.50037349 0.36386835 1.9 11.277927 -11.234404 -32.58302 36.082253
90 1 0.32102371 0.61616109 1.9 -35.534756 -53.421664 -125.64149 30.104341
90 14 0.23258834 0.25466117 1.9 109.95588 -26.788006 -343.33333 21.005102
91 14 0.23875939 0.67554504 1.9 167.26253 286.19964 -322.68299 8.8491178
91 14 -0.0053512688 0.56885672 1.9 -0.76023588 -0.25137993 -1.2192889 20.347655
91 13 0.11077993 0.6824866 1.9 -0.20042231 -0.12078858 -0.17078282 47.788996
92 14 -0.21892904 0.46373907 1.9 -410.39745 195.48797 -348.83159 23.564684
92 14 -0.47022765 0.22493238 1.9 89.641451 -107.08403 -81.841293 27.604646
93 14 0.11396406 -0.31071253 1.9 174.42423 -139.59001 -280.44602 41.564878
93 6 0.52776592 -0.24204632 1.9 -0.083453843 0.54181662 -0.98596912 20.391129
93 14 0.1997134 -0.42942309 1.9 -5.7407561 -27.39155 -49.990004 30.29248
93 3 0.34186202 -0.51785508 1.9 -2.628871 -0.042412431 -1.7950198 10.685344
94 14 0.31272733 -0.14022046 1.9 -441.73442 22.893951 -353.58291 8.9683377
94 3 0.60754737 -0.23504973 1.9 11.733636 5.595086 -20.725579 46.082752
94 13 0.67187558 -0.13228287 1.9 -0.88652302 0.4097044 -0.85673602 46.958897
94 13 0.57301437 0.061902671 1.9 0.041881003 6.8275252 -9.882735 17.455538
94 13 0.58438429 -0.45073912 1.9 0.032398084 1.7481075 -2.6107108 47.510408
95 14 0.1717184 0.1487825 1.9 -298.7962 149.07822 -382.34645 7.199496
95 14 -0.073024583 0.40954358 1.9 62.007964 45.014645 -170.32376 28.242533
96 14 0.61750706 -0.48834967 1.9 145.34584 -264.88725 -243.61597 16.769545
96 2 0.38987727 -0.45250974 1.9 0.24664185 0.1938376 -0.26284127 7.0881296
96 14 0.49403161 -0.49151751 1.9 5.9093534 -2.8717887 -4.8406539 24.653841
97 14 0.0039484748 0.35725493 1.9 -209.01867 257.07802 -253.84725 36.304354
97 6 -0.17173541 0.55415617 1.9 0.24240543 -0.17424807 -1.8316113 2.6959387
97 3 -0.0054304558 0.51819717 1.9 5.624767 -2.4306585 -9.3700029 39.063618
97 3 -0.15204368 0.40174092 1.9 0.68371559 3.4629225 -2.1255135 7.3598967
97 2 -0.05015345 0.64111697 1.9 -0.20587173 0.027553623 -0.25400702 27.793133
97 2 -0.16283484 0.61170421 1.9 -11.613273 0.56996026 -9.9231372 35.543285
98 14 0.6534852 0.13104703 1.9 -457.81713 578.57052 -467.1162 49.276839
98 5 0.5929505 0.34885781 1.9 -41.16835 0.62839132 -141.08228 36.869781
98 5 0.7036067 0.36945661 1.9 0.0057834347 1.0802518 -1.0984722 19.012317
98 5 0.821448 0.32155614 1.9 -0.50729488 -0.026983412 -0.37556215 29.484262
98 14 0.52623132 0.51827363 1.9 0.060521571 -0.13523318 -0.38938723 46.088961
98 14 0.44774205 0.20182542 1.9 -0.2672815 0.14644587 -0.4615431 42.382894
99 14 -0.046637885 0.45836583 1.9 -9.2939312 400.36967 -236.53424 41.24855
99 14 0.079144094 0.2519562 1.9 -13.274163 9.6780276 -13.106797 11.235758
